0.1		0.015886658613231283		-0.007491361257163878
0.136		0.02287306501809618		-0.015168197699156708
0.17200000000000001		0.029340899437200852		-0.024999646837147733
0.20800000000000002		0.03505844945141267		-0.0364051780866898
0.24400000000000002		0.0399565606286758		-0.04885842276408086
0.28		0.04405793197408941		-0.061930716469763246
0.316		0.0474281760866107		-0.07528944084921282
0.3520000000000001		0.05014598224882728		-0.08867869260966342
0.388		0.052287221013492556		-0.10189685054169766
0.42400000000000004		0.053917739105625466		-0.11477690828769965
0.4600000000000001		0.05509093481482644		-0.12717092749298883
0.496		0.055847649223878096		-0.13893810863323944
0.532		0.056216970247720405		-0.14993542282441896
0.5680000000000001		0.05621720072951694		-0.16000969768010945
0.6040000000000001		0.05585659760578095		-0.1689901109287108
0.64		0.05513365111071863		-0.17668003251366754
0.676		0.05403670592126591		-0.18284695234115186
0.7120000000000001		0.05254265001791742		-0.18720868337053276
0.748		0.05061417741030616		-0.18941281756621806
0.784		0.04819463406869424		-0.1890037552789618
0.8200000000000001		0.04519829321664174		-0.18536543339324346
0.856		0.04149086942233821		-0.1776117784239466
0.892		0.036845761949851674		-0.16434787226136774
0.928		0.03082509825329851		-0.14303493373170592
0.964		0.02231737620406983		-0.1075716125503106
